No,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs
271,55.20554352,3.371279478,6.200000763,19,37,44,1.409999967,0,0,0,0,550,0.015,9.340344288,91.72454819,51,0
287,3.558632851,7.633376598,3.799999952,21,39,40,1.399999976,21,41,38,1.399999976,520,0.005,43.37214354,112.9018868,1001,0
297,15.44710922,1.230912328,0,54,22,24,1.230000019,44,34,22,1.279999971,184,0.02,5.222917668,290.7896776,751,35.31599426
302,91.28765869,9.974733353,0,19,37,44,1.409999967,0,0,0,0,550,0.015,10.05959683,1930.27454,1,0
303,4.848472595,1.115942478,0.599999905,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,12.18957628,81.1427191,751,0
311,108.6147919,2.566547394,42,22,42,36,1.399999976,25,41,34,1.379999995,270,0.0006,12.79083825,101.0276796,1001,9.910313606
312,25.83256149,0.650445879,0.099998474,22,42,36,1.399999976,0,0,0,0,130,0.0005,3.813014503,95.0555383,751,0
318,106.2253952,1.516220093,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,33.13087035,62.67278141,51,0
324,187.9916992,4.022895813,0,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,1.452256963,73.43486748,51,0
337,24.74103546,2.668940067,0.200000763,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,16.17369982,1161.582255,251,0
339,203.332962,1.637889862,3.300003052,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,13.26200468,336.6891099,1,0
340,15.74083233,0.231082827,4.5,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,13.63466972,167.2594529,751,0
346,45.44743729,9.546452522,0,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,1.980228504,75.42879576,1,0
364,7.457140446,0.254066259,0,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,0.00377403,1315.255355,2501,0
381,96.44393158,2.618602753,2.699996948,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,16.62384726,317.5120003,1001,0
399,15.30923462,0.550636232,0,22,42,36,1.399999976,0,0,0,0,184,0.02,5.621647872,151.1581076,101,0
413,31.08219147,1.286149383,9,48,23,29,1.25,45,26,29,1.25999999,184,0.02,2.655440775,82.79085124,751,0
423,157.72229,3.684126377,60.29999542,4,87,9,1.730000019,4,88,8,1.74000001,270,0.0006,14.27648075,89.74661279,1001,0
430,9.41047287,0.741170585,4.599999905,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,13.91468617,105.9411123,1001,0
466,34.18956757,1.059941888,0,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,1.732160791,785.8742157,751,0
469,11.02864838,2.164262295,7.600000381,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,29.25463235,472.3144148,251,0
489,76.91307068,5.249445438,7.200004578,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,45.85805783,170.0734679,1,91.70322418
512,26.23924255,1.988454461,0,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,1.028843694,375.922739,751,0
516,14.42639828,0.28071928,8.300000191,10,76,14,1.580000043,26,60,14,1.409999967,184,0.02,1.476537494,294.0039892,51,5204.772949
518,59.83287811,2.743944407,14,19,37,44,1.409999967,0,0,0,0,550,0.015,6.279547803,426.6252984,51,0
519,80.96086121,7.732772827,26.90000534,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,10.86125166,757.8031024,1,0
523,38.90504074,0.788397908,13.29999924,48,23,29,1.25,45,26,29,1.25999999,130,0.0005,3.356184094,103.8321772,751,0
524,209.2644043,16.08118248,94.8999939,19,37,44,1.409999967,31,31,38,1.330000043,30,0.14,4.260831168,247.6885997,51,0
534,69.5762558,2.572648048,22.80000305,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,30.69705609,1084.283055,101,0
547,131.804718,1.996718884,0,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,28.9140785,53.09990584,51,0
565,7.867632866,0.632261038,1.099999905,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,21.43753448,1247.430158,1001,0
574,126.3532867,1.9591856,12.00000763,19,37,44,1.409999967,0,0,0,0,550,0.015,34.44516392,304.5084898,1,0
579,32.43898773,0.824574351,30.70000076,22,41,37,1.399999976,29,37,34,1.350000024,520,0.005,42.01033244,117.847334,1001,0
586,180.5866852,1.745035648,54.8999939,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,31.55244568,305.6661161,501,0
597,0.210019529,0.078775592,0.899999976,49,19,32,1.24000001,47,21,32,1.24000001,400,0.075,111.3888525,114.6117346,1001,0
603,105.1357346,0.778166413,13.5,6,75,19,1.629999995,7,79,14,1.629999995,100,0.005,21.01959152,233.8611061,51,0
637,161.1767578,0.484552354,16.29998779,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,34.07260984,362.7019291,1,0
668,17.46027374,4.017651558,13.80000019,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,46.5037704,161.4271932,1001,0
669,31.33539009,4.945590973,3.20000267,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,56.52101026,61.57651643,5001,0
681,34.40812683,1.562202454,6.300001144,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,10.27159739,68.06278907,751,341.5582581
682,5.834472656,0.702054858,2.400000095,10,82,8,1.590000033,17,75,8,1.5,550,0.015,48.55513486,760.4183308,1001,0
683,145.4871521,0.782675683,49.50000763,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,25.14424588,109.0240691,1001,0
697,222.8627625,6.852643013,43.80000305,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,19.4122403,134.8419339,51,0
700,64.92463684,3.034227371,48.40000153,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,6.246655208,56.4955544,1001,7.126821995
701,29.77945328,1.90901804,3.300001144,19,37,44,1.409999967,31,31,38,1.330000043,130,0.0005,6.279627133,127.8816854,751,0
743,54.17839813,0.858936548,8.599998474,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,1.963031578,270.8277272,751,0
748,10.77464867,0.812401891,2.900000572,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,44.85221036,35.51648287,5001,0.286249995
751,94.12808228,1.671885967,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,28.04038051,168.1587598,51,0
767,123.6120758,4.962615013,3.900001526,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,26.92836753,61.54395241,51,5.540248871
785,104.6066589,7.66973877,18.20000458,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,3.694811257,83.70608256,501,0
800,169.0644531,2.336825609,38.19999695,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,21.83665999,97.09112784,1001,0
821,70.49347687,1.683564067,1.900001526,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,29.7384183,86.8823384,1001,0
829,196.3903351,5.204212666,63.30000305,19,37,44,1.409999967,0,0,0,0,550,0.015,13.01972866,94.60498772,1001,0
834,65.01764679,0.873165071,0,19,37,44,1.409999967,0,0,0,0,550,0.015,7.788375475,99.7656985,1001,0
839,87.1772995,5.620165825,20.80000305,51,17,32,1.220000029,52,19,29,1.230000019,520,0.005,14.04587188,104.3647134,1,0
841,4.361652374,0.731606543,0.800000191,19,37,44,1.409999967,31,31,38,1.330000043,260,0.01,0.761789809,1686.851873,251,0
845,94.46768951,8.371164322,15.30000305,51,17,32,1.220000029,52,19,29,1.230000019,50,0.00014,0.300074035,196.342017,501,0
848,37.60139465,8.107303619,35.20000076,4,87,9,1.730000019,4,88,8,1.74000001,270,0.0006,58.83224264,547.5314428,251,0
859,34.38078308,9.356496811,16.49999809,21,39,40,1.399999976,21,41,38,1.399999976,270,0.0006,4.987096846,78.28291209,1001,0
874,76.19085693,5.404318333,0,19,37,44,1.409999967,0,0,0,0,550,0.015,14.07305457,1037.787194,1,0
875,31.69808578,4.514039993,18.89999962,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,64.12356794,54.30560508,5001,0
890,107.3000031,3.060391665,11.69999695,22,41,37,1.399999976,29,37,34,1.350000024,260,0.01,0.759500651,138.0759607,251,0
900,93.76413727,9.701795578,9.199996948,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,32.56448111,263.0944058,1001,0
901,46.60559845,0.953413188,18.90000153,4,86,10,1.730000019,5,85,10,1.700000048,75,0.05,6.409710655,648.202002,251,0
902,89.45890045,5.778010845,20.40000153,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,5.885854623,351.4578196,251,0
912,58.79610443,3.206155777,16.5,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,3.321172543,136.8836442,251,0
933,71.983078,1.472618699,0,51,17,32,1.220000029,52,19,29,1.230000019,184,0.02,4.169786154,91.4065759,51,165383.6094
947,101.3436127,3.861094952,20,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,14.48474577,96.79135485,1001,893.15625
948,101.6409454,4.237512112,20,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,14.49433324,96.80684047,1001,893.15625
951,9.496289253,0.571124256,4.899999619,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,1.504532302,103.2840632,51,11369.54199
954,33.09541321,0.791204274,9.800001144,19,37,44,1.409999967,31,31,38,1.330000043,184,0.02,0.051547967,184.3754954,751,0
976,3.643671751,1.908362985,5.300000191,47,14,39,1.230000019,45,15,40,1.24000001,90,0.001,47.93949869,172.4868274,1001,0
983,36.75849533,1.071206689,14.20000076,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,33.87090341,730.1140638,1001,0
999,10.31427765,0.699929059,8.899999619,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,18.67577049,74.5290006,1001,0
1000,70.47325897,3.044676542,13.10000229,19,37,44,1.409999967,0,0,0,0,100,0.005,18.5701437,61.51200295,1,0
1004,71.56791687,0.302090883,4,22,42,36,1.399999976,25,41,34,1.379999995,520,0.005,25.82453719,851.3502132,51,20444.89648
1006,1.429097652,0.522774398,2.099999905,19,37,44,1.409999967,0,0,0,0,550,0.015,4.206950323,7437.985778,1001,0
1016,90.3324585,3.873465061,8.900001526,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,10.44748075,276.6410566,251,40507.78516
1028,8.648586273,3.377366781,8,20,47,33,1.419999957,20,51,29,1.429999948,90,0.001,40.73714801,216.7546891,1001,0
1041,50.82062149,0.330717355,13.09999847,54,22,24,1.230000019,44,34,22,1.279999971,130,0.0005,9.778037152,140.1891738,751,0
1045,108.7417984,1.312549114,28.19999695,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,0.138509271,168.1443766,51,0
1062,118.91008,3.996004343,40.29999542,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,3.722892359,83.60456091,1,0
1064,46.20616913,2.680003405,5,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,35.73584768,562.021809,1001,0
1074,147.4718323,1.259901404,59.69999695,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,28.40082747,141.18949,1001,0
1089,62.55271912,0.636102915,8.999996185,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,19.62498308,456.0869223,251,0
1092,67.65250397,0.633584857,29.20000458,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,40.68281264,129.6632918,101,0
1108,13.0235157,0.403234452,5.899999619,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,4.544586257,237.4103281,1001,951.838562
1116,128.5601501,9.193787575,5,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,24.66242409,85.62966978,51,0
1119,14.35382843,0.322075784,2.600000381,9,78,13,1.600000024,23,64,13,1.429999948,20,0.0015,11.89563303,324.7935385,751,53568.56641
1120,175.2158508,1.004248977,36,24,48,28,1.399999976,34,41,25,1.330000043,520,0.005,6.567861314,136.8136205,251,0
1121,120.8214111,1.687005043,7,48,23,29,1.25,45,26,29,1.25999999,130,0.0005,12.77346886,48.53513458,751,0
1127,22.50034332,3.509184361,6.600000381,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,86.31138267,210.7575057,1001,0
1137,103.2318878,0.530748069,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,40.77424346,80.82547211,1,0
1148,134.1864624,2.322672129,7.199996948,19,37,44,1.409999967,0,0,0,0,550,0.015,28.55248564,37.85776454,51,21.31223869
1162,28.30405426,1.862667084,10.60000038,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,0.661048557,678.2816251,751,0
1163,29.77820206,1.814736485,0.799999237,10,82,8,1.590000033,17,75,8,1.5,550,0.015,47.38454032,123.8243224,1001,0
1172,56.79218292,3.96509099,12.20000076,19,37,44,1.409999967,0,0,0,0,550,0.015,23.97593657,109.3453851,1001,0
1173,47.4276886,2.672615528,21.30000114,19,37,44,1.409999967,0,0,0,0,300,0.03,6.376480789,145.4687871,1,16.13020897
1184,94.75866699,4.947782516,27.80000305,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,0.140267282,253.3048114,251,0
1188,2.818824291,5.304968357,1.699999928,21,36,43,1.389999986,23,34,43,1.379999995,550,0.015,16.91419058,108.5612305,1001,0
1205,74.10975647,1.855733633,24.69999695,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,2.954942012,80.04593518,251,0
1213,53.82492065,3.827138662,12.09999847,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,2.826764407,107.7101571,51,0
1225,2.313640594,0.435338795,1.600000143,21,36,43,1.389999986,23,34,43,1.379999995,90,0.001,45.04572698,117.5688221,1001,0
1230,4.572106838,0.349703312,1.5,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,3.387989213,95.04033598,51,483.192627
1241,3.122843742,8.254410744,0,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,14.99700005,883.7346446,1001,0
1247,89.80073547,0.851353943,0,19,37,44,1.409999967,0,0,0,0,550,0.015,29.09831394,201.7682076,1,0
1248,24.84513664,3.924776554,4.5,21,44,35,1.409999967,25,40,35,1.370000005,300,0.03,6.219926599,1516.437549,1,0
1263,78.46942139,0.586743414,5.900001526,22,42,36,1.399999976,0,0,0,0,130,0.0005,1.977816774,329.7249332,101,0
1275,102.1007843,3.863007307,27.69999695,10,75,15,1.580000043,15,68,17,1.50999999,90,0.001,23.17617137,1124.09674,251,0
1278,89.89442444,0.510534406,5.699996948,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,0.486447137,147.5683248,1,0
1281,36.36389542,1.95681572,6.800001144,22,42,36,1.399999976,0,0,0,0,130,0.0005,5.853806088,71.84249205,101,0
1283,48.01959229,4.367772579,17.5,5,90,5,1.710000038,8,87,5,1.629999995,300,0.03,61.54241329,196.2433767,251,0
1287,41.1374321,3.029834032,11.39999962,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,8.016995428,185.9168101,751,0
1288,95.25094604,1.945623159,17.80000305,19,37,44,1.409999967,0,0,0,0,550,0.015,43.26127366,166.2842116,101,0
1297,20.91371155,0.892462194,3.900000572,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,26.13188154,908.7868396,251,0
1305,113.3543777,6.96902132,72.8999939,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,39.53760932,651.6284393,1001,0
1316,203.2140198,0.598684549,33.19999695,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,34.88576776,270.5367473,501,0
1319,25.95133591,0.453415215,0.099998474,22,42,36,1.399999976,0,0,0,0,130,0.0005,3.800509939,94.38131244,751,0
1328,148.647522,2.809558868,23.6000061,19,37,44,1.409999967,0,0,0,0,550,0.015,15.5432162,74.76979946,1,0
1336,64.09395599,4.271600246,5.599998474,10,82,8,1.590000033,17,75,8,1.5,550,0.015,37.23337844,187.7881529,1001,0
1341,243.6651459,2.992846012,23.5,22,42,36,1.399999976,0,0,0,0,184,0.02,1.678697565,33.37152019,51,0
1343,21.40161324,0.873354197,9.400000572,19,37,44,1.409999967,31,31,38,1.330000043,0.1,0.06,1.437522924,392.8630863,751,0
1345,38.81912231,1.61992836,0,19,37,44,1.409999967,0,0,0,0,550,0.015,22.51909733,45.24184227,1,11145.44238
1346,73.6625824,4.116621017,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,42.61778968,85.32159528,1,0
1355,85.04135895,4.692727089,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,29.70397619,427.0597198,51,0
1361,63.66067505,0.945257425,12.70000076,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,36.06548122,192.8249192,1,19.00874901
1364,23.58108902,0.162770733,0.800001144,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,15.98063531,1243.198947,251,0
1377,219.9648895,3.632209301,51.80000305,22,42,36,1.399999976,0,0,0,0,184,0.02,2.86389235,33.8351016,51,0
1384,16.94869232,0.473169565,2.800001144,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,17.33083025,1196.936635,251,0
1386,24.30730438,2.700993538,0,10,82,8,1.590000033,17,75,8,1.5,100,0.005,6.761473924,3503.327754,1,67.25927734
1388,47.50023651,0.688787043,17.40000153,8,76,16,1.610000014,8,76,16,1.116897106,550,0.015,60.27688877,40.03362612,5001,0
1393,6.993144512,0.350915432,0.099999905,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,9.090558859,79.38593981,751,0
1420,66.22968292,4.088888645,6.900001526,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,5.440940073,51.01023031,51,0
1437,25.7278595,3.919634581,16,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,1.108528517,83.78111193,1,0
1440,50.6910553,1.629632354,12.79999924,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,15.40605869,150.7062285,101,0
1443,31.72394562,11.9659481,19.59999847,19,37,44,1.409999967,0,0,0,0,550,0.015,7.321992327,246.8699212,1,0
1452,61.99250412,1.708024144,4.799999237,19,37,44,1.409999967,0,0,0,0,550,0.015,11.66632879,141.3178244,51,0
1458,104.9206848,3.021537542,29.69999695,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,3.607720418,258.7297093,251,0
1461,36.37960815,2.490457535,26.60000229,8,76,16,1.610000014,8,76,16,1.150323987,550,0.015,63.39277536,207.6141273,5001,282.1756287
1465,84.11367035,1.761345148,0.699996948,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,9.430721288,279.5529186,1,17611.11133
1466,1.940605402,0.485084295,0.399999976,49,19,32,1.24000001,47,21,32,1.24000001,550,0.015,12.50435416,105.0168448,751,0
1470,31.70797348,1.176731825,0,19,37,44,1.409999967,0,0,0,0,550,0.015,10.28462951,69.24746904,1001,0
1491,63.71123505,4.14731741,5.099998474,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,35.93698372,766.5015969,1001,0
1501,56.59757996,3.192923784,2.200000763,19,37,44,1.409999967,0,0,0,0,550,0.015,6.863826436,35.30463929,51,0
1536,40.23517609,6.61888504,19.20000076,22,42,36,1.399999976,0,0,0,0,130,0.0005,0.364350137,187.2662861,101,89935.02344
1559,37.68784332,0.709595144,0,19,37,44,1.409999967,0,0,0,0,550,0.015,40.54547477,569.7507667,1,0
1563,46.54876328,9.980051041,16.40000153,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,11.19494565,561.2206574,1,0
1565,39.99062347,1.54231143,0,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,12.73805174,77.76431989,51,0
1570,21.70669174,3.241278172,20.29999924,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,14.0439964,103.8025122,1001,0
1608,123.2192535,8.589391708,5.700004578,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,38.57992007,85.67096466,1,199.7364655
1609,88.3250351,1.883364201,2.400001526,22,42,36,1.399999976,0,0,0,0,130,0.0005,1.89818681,49.89268305,751,0
1633,76.06423187,0.712786376,11.89999771,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,23.7391649,47.34218074,1,0
1638,0.914414048,2.304973364,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,48.37588578,548.7289604,1001,0
1640,62.30216217,2.16786623,20.59999847,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,4.640447989,59.36310269,1001,0
1648,24.36832047,1.797225356,12.89999962,22,42,36,1.399999976,0,0,0,0,130,0.0005,4.659290389,136.1320185,1001,0
1669,26.03285217,1.582030296,3.199998856,22,42,36,1.399999976,0,0,0,0,130,0.0005,5.274913122,89.38209795,1001,0
1690,67.40322113,3.742405415,3.100002289,19,37,44,1.409999967,0,0,0,0,550,0.015,43.26567455,87.47982643,1,90.63555908
1719,72.59986877,6.448134422,11.60000229,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,3.552481927,22.51102936,751,220.9683838
1722,15.42171383,0.716881156,2.600000381,22,39,39,1.389999986,28,37,35,1.350000024,130,0.0005,2.238398647,67.52358219,1001,1720.647095
1726,19.18209076,1.769720435,4.600000381,54,22,24,1.230000019,44,34,22,1.279999971,130,0.0005,6.934636665,288.2825871,751,0
1744,25.37289429,0.305419207,5,22,39,39,1.389999986,28,37,35,1.350000024,184,0.02,0.613468056,570.8215199,751,0
1755,25.66035461,1.87886703,6.099998474,49,19,32,1.24000001,51,18,31,1.230000019,0.1,0.06,10.56315477,79.50830491,751,0
1767,14.91863251,0.766047359,12.10000038,22,39,39,1.389999986,28,37,35,1.350000024,130,0.0005,1.254223187,151.2916726,1001,0
1768,1.991882801,0.558163404,0.899999976,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,15.95448497,381.899042,751,0
1777,73.83651733,0.182182804,1.599998474,51,17,32,1.220000029,52,19,29,1.230000019,0.1,0.06,4.880389444,162.0983382,251,0
1783,45.25753784,0.837823927,5.799999237,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,12.07723298,106.0939813,51,0
1790,20.38333511,0.943191409,1.900001526,10,82,8,1.590000033,17,75,8,1.5,550,0.015,48.04681483,149.7262845,5001,0
1804,9.599437714,0.441551566,0,19,37,44,1.409999967,31,31,38,1.330000043,0.1,0.06,3.503309378,134.2769779,751,0
1814,7.397148609,6.042413235,3.500000477,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,4.602332277,165.7888936,1,0
1822,1.877617121,0.497081369,0.899999976,32,35,33,0.230985165,25,52,23,0.237838149,0.1,0.06,0.456683735,97.73974749,1001,0
1827,90.58781433,2.211167574,57.49999619,51,17,32,1.220000029,52,19,29,1.230000019,50,0.00014,1.949917663,109.1490641,501,0
1831,26.36874199,0.512015283,3.400001526,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,31.5252088,466.1033375,251,99.05208588
1832,140.0015259,1.280273199,13.6000061,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,5.245207607,134.5972932,251,0
1841,17.36073685,1.826531529,3.100000381,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,80.3206895,60.26367284,1001,0
1846,105.4027557,5.0989604,4,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,36.44723537,92.0422958,51,0
1853,98.55497742,2.517423868,11.79999542,51,17,32,1.220000029,52,19,29,1.230000019,0.1,0.02,13.86926816,118.5264337,51,0
1869,8.820140839,0.649184644,0.399999619,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,6.4696843,4102.804651,251,1.90979147
1872,112.5752563,1.243947744,3.900001526,19,37,44,1.409999967,0,0,0,0,550,0.015,32.08582271,318.1985187,501,0
1876,126.701828,1.995380044,27.29999542,19,37,44,1.409999967,0,0,0,0,550,0.015,17.92170586,163.6386504,51,0
1877,124.2071991,3.258602142,13.79999542,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,12.27812019,1000.675133,1,0
1902,32.75593567,1.897475481,4.899999619,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,10.40176301,52.99518779,1001,0
1924,37.09844208,0.138265237,6.299999237,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,9.922601804,531.2494858,251,0
1927,85.85336304,6.021987438,23.30000305,19,37,44,1.409999967,0,0,0,0,550,0.015,29.50974965,383.3150305,101,0
1931,83.71517181,1.161425948,21.19999695,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,38.31026729,75.46708829,1,0
1936,96.34292603,5.602194786,22.59999847,19,37,44,1.409999967,0,0,0,0,550,0.015,43.02612793,79.66336867,1,0
1946,19.98529053,1.913647413,7.400000572,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,7.599987326,125.6112458,1001,0
1953,86.63684082,7.202265263,0,19,37,44,1.409999967,0,0,0,0,550,0.015,12.56847901,2154.016953,1,0
1957,55.14783478,1.810185432,10.10000229,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,5.836463533,137.1023227,751,0
1965,95.02534485,2.479885817,2.099998474,19,37,44,1.409999967,0,0,0,0,550,0.015,23.59392854,121.0873187,1,0
1975,29.79055023,2.342398643,2,11,80,9,1.570000052,19,72,9,1.480000019,550,0.015,70.15428719,286.1306258,1001,0
1986,89.116745,3.401431799,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,43.23191497,149.49534,101,9.214373589
